"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","over50"
27," Self-emp-not-inc",208406," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
19," Private",124265," Some-college",10," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
24," Private",88095," Some-college",10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,24," Mexico"," <=50K"
43," Private",188436," Prof-school",15," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
32," Private",191777," Assoc-voc",11," Never-married"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,35," England"," <=50K"
41," Federal-gov",106982," Some-college",10," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," United-States"," >50K"
24," Private",241752," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
37," Self-emp-not-inc",348960," Assoc-acdm",12," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," >50K"
37," ?",299090," HS-grad",9," Divorced"," ?"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
17," Private",168203," 7th-8th",4," Never-married"," Farming-fishing"," Other-relative"," Other"," Male",0,0,40," Mexico"," <=50K"
27," State-gov",192355," Bachelors",13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
37," Private",167851," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
36," Private",107302," HS-grad",9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
37," Self-emp-not-inc",353298," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," White"," Male",99999,0,50," United-States"," >50K"
43," Private",220589," HS-grad",9," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
40," Private",291808," HS-grad",9," Divorced"," Protective-serv"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
35," Private",129573," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,65," United-States"," <=50K"
31," Private",98639," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
63," Self-emp-not-inc",106551," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
39," Federal-gov",82622," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
37," Private",220314," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," Mexico"," <=50K"
21," Private",349041," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
39," Private",187167," Some-college",10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
90," Private",313986," 11th",7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
44," Private",323627," Bachelors",13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,5," United-States"," <=50K"
33," Private",175697," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",15024,0,60," United-States"," >50K"
45," Private",367037," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
46," Federal-gov",97863," Assoc-voc",11," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",5178,0,40," United-States"," >50K"
24," Private",427686," 1st-4th",2," Married-civ-spouse"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,40," Mexico"," <=50K"
22," Private",51262," HS-grad",9," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
24," Self-emp-not-inc",81145," Some-college",10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,75," United-States"," <=50K"
24," Local-gov",201664," Some-college",10," Never-married"," Protective-serv"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
21," Private",198259," Some-college",10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
40," Private",87771," HS-grad",9," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",0,1628,45," United-States"," <=50K"
33," Private",452924," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," Other"," Male",0,0,40," Mexico"," <=50K"
63," ?",445168," Bachelors",13," Widowed"," ?"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,56," United-States"," <=50K"
24," Private",197757," Bachelors",13," Never-married"," Prof-specialty"," Own-child"," Asian-Pac-Islander"," Female",0,0,40," Philippines"," <=50K"
44," State-gov",244974," Bachelors",13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,44," United-States"," >50K"
47," Local-gov",194360," HS-grad",9," Married-civ-spouse"," Other-service"," Wife"," White"," Female",0,0,7," United-States"," >50K"
28," Private",140108," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
28," Private",81540," HS-grad",9," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
62," Self-emp-not-inc",168682," 7th-8th",4," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,5," United-States"," <=50K"
48," State-gov",170142," Masters",14," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"
35," Private",203628," Masters",14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,60," United-States"," >50K"
36," Self-emp-not-inc",164526," Masters",14," Never-married"," Sales"," Not-in-family"," White"," Male",10520,0,45," United-States"," >50K"
50," Self-emp-inc",240374," Masters",14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," >50K"
73," Private",267408," HS-grad",9," Widowed"," Sales"," Other-relative"," White"," Female",0,0,15," United-States"," <=50K"
67," Private",231559," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",20051,0,48," United-States"," >50K"
43," Private",156403," 10th",6," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",254304," 10th",6," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,38," United-States"," <=50K"
22," Private",157332," HS-grad",9," Never-married"," Other-service"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
33," Federal-gov",391122," HS-grad",9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
61," Self-emp-not-inc",133969," HS-grad",9," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,0,63," South"," <=50K"
70," Private",121993," HS-grad",9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,5," United-States"," <=50K"
32," Private",158002," Some-college",10," Never-married"," Machine-op-inspct"," Other-relative"," White"," Male",0,0,55," Ecuador"," <=50K"
50," Private",302372," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
40," Private",224799," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
23," Federal-gov",55465," Some-college",10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
57," Private",61761," Some-college",10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1672,45," United-States"," <=50K"
25," Private",485496," HS-grad",9," Never-married"," Machine-op-inspct"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
28," Private",88419," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," England"," <=50K"
45," Private",155489," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," >50K"
41," Private",58124," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
24," Private",32921," Some-college",10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
28," Private",259840," Bachelors",13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," >50K"
36," Private",749636," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
38," ?",94559," Bachelors",13," Married-civ-spouse"," ?"," Wife"," Other"," Female",7688,0,50," ?"," >50K"
27," Private",247819," Some-college",10," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,15," United-States"," <=50K"
42," Private",136177," Some-college",10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
37," Private",409189," HS-grad",9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,30," Mexico"," <=50K"
58," Private",178644," HS-grad",9," Widowed"," Craft-repair"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",90752," Bachelors",13," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
41," Self-emp-inc",117721," Some-college",10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,65," United-States"," <=50K"
22," Private",216134," Some-college",10," Never-married"," Sales"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
22," Private",275385," Some-college",10," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,25," United-States"," <=50K"
34," Private",185063," Some-college",10," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," United-States"," >50K"
80," Private",148623," Prof-school",15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,35," United-States"," >50K"
39," Federal-gov",129573," Bachelors",13," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,1741,40," United-States"," <=50K"
35," Private",186489," 9th",5," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,46," United-States"," <=50K"
28," Private",96226," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
59," Private",176011," Some-college",10," Separated"," Adm-clerical"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
32," Private",303942," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",189072," Bachelors",13," Never-married"," Tech-support"," Not-in-family"," Black"," Female",0,0,45," United-States"," <=50K"
39," Private",176634," Assoc-acdm",12," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
50," Self-emp-inc",176751," Masters",14," Divorced"," Exec-managerial"," Not-in-family"," White"," Male",0,0,80," United-States"," >50K"
19," ?",172582," Some-college",10," Never-married"," ?"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
29," Private",194940," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
17," Private",114798," 10th",6," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
47," Self-emp-inc",212120," HS-grad",9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
35," Local-gov",204277," Bachelors",13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
49," State-gov",131302," Assoc-voc",11," Divorced"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,44," United-States"," <=50K"
27," Self-emp-inc",114158," Bachelors",13," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
21," Private",164019," Some-college",10," Never-married"," Farming-fishing"," Own-child"," Black"," Male",0,0,10," United-States"," <=50K"
24," Private",216563," HS-grad",9," Married-civ-spouse"," Machine-op-inspct"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
18," Private",219841," 11th",7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,12," United-States"," <=50K"
46," Local-gov",121370," HS-grad",9," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,30," United-States"," <=50K"
28," Private",195573," HS-grad",9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
26," Private",292303," HS-grad",9," Never-married"," Handlers-cleaners"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
32," State-gov",304212," HS-grad",9," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
60," Self-emp-inc",105339," Bachelors",13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7298,0,60," United-States"," >50K"
77," Private",187656," Some-college",10," Widowed"," Priv-house-serv"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
22," Private",139190," HS-grad",9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
41," Private",244945," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
46," Local-gov",146497," HS-grad",9," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
31," Private",157887," Some-college",10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,65," United-States"," >50K"
44," Private",214242," Some-college",10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," >50K"
58," Self-emp-inc",112945," Prof-school",15," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",27828,0,40," United-States"," >50K"
56," Private",220187," Some-college",10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," >50K"
32," Private",170154," Assoc-acdm",12," Separated"," Exec-managerial"," Unmarried"," White"," Female",25236,0,50," United-States"," >50K"
24," Private",162312," HS-grad",9," Never-married"," Sales"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," South"," <=50K"
17," Private",98675," 9th",5," Never-married"," Other-service"," Unmarried"," White"," Female",0,0,20," United-States"," <=50K"
26," Private",195216," HS-grad",9," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,12," United-States"," <=50K"
34," State-gov",145874," Doctorate",16," Married-civ-spouse"," Tech-support"," Husband"," Asian-Pac-Islander"," Male",0,0,20," China"," <=50K"
33," ?",98145," Some-college",10," Divorced"," ?"," Unmarried"," Amer-Indian-Eskimo"," Male",0,0,30," United-States"," <=50K"
27," Private",200641," 10th",6," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,40," Mexico"," <=50K"
